split,sample_id,reviewed_frames,step2000_vs_step0_class,step2000_vs_step50_class,mask_region_quality,boundary_quality,outside_damage,temporal_flicker,ghosting,color_shift,new_artifact,classification,reason
search,vp2_vor_bg_49f_REAL_ENV097_00001_001_02,all-row evidence sheet plus crop sheet; temporal montage reviewed; sampled region metrics frames 0/16/32/48,STEP2000_CLEAR_BETTER,STEP2000_CLEAR_BETTER,improved_vs_step0; mostly improved_or_comparable_vs_step50,improved_vs_step0_and_step50_on_sampled_boundary_metric,vs_step0_worse_sampled_l1;vs_step50_better_sampled_l1,temporal_proxy_improved_vs_step0; slightly_mixed_vs_step50,finite_residuals_possible_no_systemic_collapse_seen_in_montage,step2000_reduces_step50_color_shift_in_montage_review,no_systemic_new_artifact_seen; isolated_residual_texture_or_darkening_remains,LONGRUN_VISUALLY_BETTER_BUT_FORMAL_POSITIVE_BLOCKED,"Step2000 has strong full/mask/boundary gains and visual cleanup, especially vs Step50 outside pollution; formal positive blocked because LPIPS/Ewarp were not computed in this fast summary."
search,vp2_vor_bg_49f_REAL_ENV156_00020_002_03,all-row evidence sheet plus crop sheet; temporal montage reviewed; sampled region metrics frames 0/16/32/48,STEP2000_LOCAL_BETTER_OUTSIDE_TEMPORAL_MIXED,STEP2000_CLEAR_BETTER,improved_vs_step0; mostly improved_or_comparable_vs_step50,improved_vs_step0_and_step50_on_sampled_boundary_metric,vs_step0_worse_sampled_l1;vs_step50_better_sampled_l1,temporal_proxy_improved_vs_step0; slightly_mixed_vs_step50,finite_residuals_possible_no_systemic_collapse_seen_in_montage,step2000_reduces_step50_color_shift_in_montage_review,no_systemic_new_artifact_seen; isolated_residual_texture_or_darkening_remains,LONGRUN_VISUALLY_BETTER_BUT_FORMAL_POSITIVE_BLOCKED,"Step2000 has strong full/mask/boundary gains and visual cleanup, especially vs Step50 outside pollution; formal positive blocked because LPIPS/Ewarp were not computed in this fast summary."
search,vp2_vor_bg_49f_REAL_ENV157_00010_003_04,all-row evidence sheet plus crop sheet; temporal montage reviewed; sampled region metrics frames 0/16/32/48,STEP2000_CLEAR_BETTER,STEP2000_CLEAR_BETTER,improved_vs_step0; mostly improved_or_comparable_vs_step50,improved_vs_step0_and_step50_on_sampled_boundary_metric,vs_step0_better_sampled_l1;vs_step50_better_sampled_l1,temporal_proxy_improved_vs_step0; slightly_mixed_vs_step50,finite_residuals_possible_no_systemic_collapse_seen_in_montage,step2000_reduces_step50_color_shift_in_montage_review,no_systemic_new_artifact_seen; isolated_residual_texture_or_darkening_remains,LONGRUN_VISUALLY_BETTER_BUT_FORMAL_POSITIVE_BLOCKED,"Step2000 has strong full/mask/boundary gains and visual cleanup, especially vs Step50 outside pollution; formal positive blocked because LPIPS/Ewarp were not computed in this fast summary."
search,vp2_vor_bg_49f_REAL_ENV163_00001_007_02,all-row evidence sheet plus crop sheet; temporal montage reviewed; sampled region metrics frames 0/16/32/48,STEP2000_CLEAR_BETTER,STEP2000_CLEAR_BETTER,improved_vs_step0; mostly improved_or_comparable_vs_step50,improved_vs_step0_and_step50_on_sampled_boundary_metric,vs_step0_better_sampled_l1;vs_step50_better_sampled_l1,temporal_proxy_improved_vs_step0; slightly_mixed_vs_step50,finite_residuals_possible_no_systemic_collapse_seen_in_montage,step2000_reduces_step50_color_shift_in_montage_review,no_systemic_new_artifact_seen; isolated_residual_texture_or_darkening_remains,LONGRUN_VISUALLY_BETTER_BUT_FORMAL_POSITIVE_BLOCKED,"Step2000 has strong full/mask/boundary gains and visual cleanup, especially vs Step50 outside pollution; formal positive blocked because LPIPS/Ewarp were not computed in this fast summary."
search,vp2_vor_bg_49f_REAL_ENV171_00003_004_04,all-row evidence sheet plus crop sheet; temporal montage reviewed; sampled region metrics frames 0/16/32/48,STEP2000_CLEAR_BETTER,STEP2000_CLEAR_BETTER,improved_vs_step0; mostly improved_or_comparable_vs_step50,improved_vs_step0_and_step50_on_sampled_boundary_metric,vs_step0_worse_sampled_l1;vs_step50_better_sampled_l1,temporal_proxy_improved_vs_step0; slightly_mixed_vs_step50,finite_residuals_possible_no_systemic_collapse_seen_in_montage,step2000_reduces_step50_color_shift_in_montage_review,no_systemic_new_artifact_seen; isolated_residual_texture_or_darkening_remains,LONGRUN_VISUALLY_BETTER_BUT_FORMAL_POSITIVE_BLOCKED,"Step2000 has strong full/mask/boundary gains and visual cleanup, especially vs Step50 outside pollution; formal positive blocked because LPIPS/Ewarp were not computed in this fast summary."
search,vp2_vor_bg_49f_REAL_ENV183_00012_005_05,all-row evidence sheet plus crop sheet; temporal montage reviewed; sampled region metrics frames 0/16/32/48,STEP2000_LOCAL_BETTER_OUTSIDE_TEMPORAL_MIXED,STEP2000_CLEAR_BETTER,improved_vs_step0; mostly improved_or_comparable_vs_step50,improved_vs_step0_and_step50_on_sampled_boundary_metric,vs_step0_worse_sampled_l1;vs_step50_better_sampled_l1,temporal_proxy_improved_vs_step0; slightly_mixed_vs_step50,finite_residuals_possible_no_systemic_collapse_seen_in_montage,step2000_reduces_step50_color_shift_in_montage_review,no_systemic_new_artifact_seen; isolated_residual_texture_or_darkening_remains,LONGRUN_VISUALLY_BETTER_BUT_FORMAL_POSITIVE_BLOCKED,"Step2000 has strong full/mask/boundary gains and visual cleanup, especially vs Step50 outside pollution; formal positive blocked because LPIPS/Ewarp were not computed in this fast summary."
search,vp2_vor_bg_49f_REAL_ENV199_00001_004_02,all-row evidence sheet plus crop sheet; temporal montage reviewed; sampled region metrics frames 0/16/32/48,STEP2000_CLEAR_BETTER,STEP2000_CLEAR_BETTER,improved_vs_step0; mostly improved_or_comparable_vs_step50,improved_vs_step0_and_step50_on_sampled_boundary_metric,vs_step0_better_sampled_l1;vs_step50_better_sampled_l1,temporal_proxy_improved_vs_step0; slightly_mixed_vs_step50,finite_residuals_possible_no_systemic_collapse_seen_in_montage,step2000_reduces_step50_color_shift_in_montage_review,no_systemic_new_artifact_seen; isolated_residual_texture_or_darkening_remains,LONGRUN_VISUALLY_BETTER_BUT_FORMAL_POSITIVE_BLOCKED,"Step2000 has strong full/mask/boundary gains and visual cleanup, especially vs Step50 outside pollution; formal positive blocked because LPIPS/Ewarp were not computed in this fast summary."
search,vp2_vor_bg_49f_REAL_ENV207_00002_001_01,all-row evidence sheet plus crop sheet; temporal montage reviewed; sampled region metrics frames 0/16/32/48,STEP2000_LOCAL_BETTER_OUTSIDE_TEMPORAL_MIXED,STEP2000_CLEAR_BETTER,improved_vs_step0; mostly improved_or_comparable_vs_step50,improved_vs_step0_and_step50_on_sampled_boundary_metric,vs_step0_worse_sampled_l1;vs_step50_better_sampled_l1,temporal_proxy_improved_vs_step0; slightly_mixed_vs_step50,finite_residuals_possible_no_systemic_collapse_seen_in_montage,step2000_reduces_step50_color_shift_in_montage_review,no_systemic_new_artifact_seen; isolated_residual_texture_or_darkening_remains,LONGRUN_VISUALLY_BETTER_BUT_FORMAL_POSITIVE_BLOCKED,"Step2000 has strong full/mask/boundary gains and visual cleanup, especially vs Step50 outside pollution; formal positive blocked because LPIPS/Ewarp were not computed in this fast summary."
search,vp2_vor_bg_49f_REAL_ENV212_00015_007_01,all-row evidence sheet plus crop sheet; temporal montage reviewed; sampled region metrics frames 0/16/32/48,STEP2000_LOCAL_BETTER_OUTSIDE_TEMPORAL_MIXED,STEP2000_CLEAR_BETTER,improved_vs_step0; mostly improved_or_comparable_vs_step50,improved_vs_step0_and_step50_on_sampled_boundary_metric,vs_step0_worse_sampled_l1;vs_step50_better_sampled_l1,temporal_proxy_improved_vs_step0; slightly_mixed_vs_step50,finite_residuals_possible_no_systemic_collapse_seen_in_montage,step2000_reduces_step50_color_shift_in_montage_review,no_systemic_new_artifact_seen; isolated_residual_texture_or_darkening_remains,LONGRUN_VISUALLY_BETTER_BUT_FORMAL_POSITIVE_BLOCKED,"Step2000 has strong full/mask/boundary gains and visual cleanup, especially vs Step50 outside pollution; formal positive blocked because LPIPS/Ewarp were not computed in this fast summary."
search,vp2_vor_bg_49f_REAL_ENV214_00002_005_02,all-row evidence sheet plus crop sheet; temporal montage reviewed; sampled region metrics frames 0/16/32/48,STEP2000_LOCAL_BETTER_OUTSIDE_TEMPORAL_MIXED,STEP2000_CLEAR_BETTER,improved_vs_step0; mostly improved_or_comparable_vs_step50,improved_vs_step0_and_step50_on_sampled_boundary_metric,vs_step0_worse_sampled_l1;vs_step50_better_sampled_l1,temporal_proxy_improved_vs_step0; slightly_mixed_vs_step50,finite_residuals_possible_no_systemic_collapse_seen_in_montage,step2000_reduces_step50_color_shift_in_montage_review,no_systemic_new_artifact_seen; isolated_residual_texture_or_darkening_remains,LONGRUN_VISUALLY_BETTER_BUT_FORMAL_POSITIVE_BLOCKED,"Step2000 has strong full/mask/boundary gains and visual cleanup, especially vs Step50 outside pollution; formal positive blocked because LPIPS/Ewarp were not computed in this fast summary."
search,vp2_vor_bg_49f_REAL_ENV227_00001_005_01,all-row evidence sheet plus crop sheet; temporal montage reviewed; sampled region metrics frames 0/16/32/48,STEP2000_CLEAR_BETTER,STEP2000_CLEAR_BETTER,improved_vs_step0; mostly improved_or_comparable_vs_step50,improved_vs_step0_and_step50_on_sampled_boundary_metric,vs_step0_worse_sampled_l1;vs_step50_better_sampled_l1,temporal_proxy_improved_vs_step0; slightly_mixed_vs_step50,finite_residuals_possible_no_systemic_collapse_seen_in_montage,step2000_reduces_step50_color_shift_in_montage_review,no_systemic_new_artifact_seen; isolated_residual_texture_or_darkening_remains,LONGRUN_VISUALLY_BETTER_BUT_FORMAL_POSITIVE_BLOCKED,"Step2000 has strong full/mask/boundary gains and visual cleanup, especially vs Step50 outside pollution; formal positive blocked because LPIPS/Ewarp were not computed in this fast summary."
search,vp2_vor_bg_49f_REAL_ENV230_00102_007_01,all-row evidence sheet plus crop sheet; temporal montage reviewed; sampled region metrics frames 0/16/32/48,STEP2000_CLEAR_BETTER,STEP2000_CLEAR_BETTER,improved_vs_step0; mostly improved_or_comparable_vs_step50,improved_vs_step0_and_step50_on_sampled_boundary_metric,vs_step0_better_sampled_l1;vs_step50_better_sampled_l1,temporal_proxy_improved_vs_step0; slightly_mixed_vs_step50,finite_residuals_possible_no_systemic_collapse_seen_in_montage,step2000_reduces_step50_color_shift_in_montage_review,no_systemic_new_artifact_seen; isolated_residual_texture_or_darkening_remains,LONGRUN_VISUALLY_BETTER_BUT_FORMAL_POSITIVE_BLOCKED,"Step2000 has strong full/mask/boundary gains and visual cleanup, especially vs Step50 outside pollution; formal positive blocked because LPIPS/Ewarp were not computed in this fast summary."
search,vp2_vor_bg_49f_REAL_ENV231_00003_003_01,all-row evidence sheet plus crop sheet; temporal montage reviewed; sampled region metrics frames 0/16/32/48,STEP2000_CLEAR_BETTER,STEP2000_CLEAR_BETTER,improved_vs_step0; mostly improved_or_comparable_vs_step50,improved_vs_step0_and_step50_on_sampled_boundary_metric,vs_step0_worse_sampled_l1;vs_step50_better_sampled_l1,temporal_proxy_improved_vs_step0; slightly_mixed_vs_step50,finite_residuals_possible_no_systemic_collapse_seen_in_montage,step2000_reduces_step50_color_shift_in_montage_review,no_systemic_new_artifact_seen; isolated_residual_texture_or_darkening_remains,LONGRUN_VISUALLY_BETTER_BUT_FORMAL_POSITIVE_BLOCKED,"Step2000 has strong full/mask/boundary gains and visual cleanup, especially vs Step50 outside pollution; formal positive blocked because LPIPS/Ewarp were not computed in this fast summary."
search,vp2_vor_bg_49f_REAL_ENV232_00006_001_01,all-row evidence sheet plus crop sheet; temporal montage reviewed; sampled region metrics frames 0/16/32/48,STEP2000_CLEAR_BETTER,STEP2000_CLEAR_BETTER,improved_vs_step0; mostly improved_or_comparable_vs_step50,improved_vs_step0_and_step50_on_sampled_boundary_metric,vs_step0_worse_sampled_l1;vs_step50_better_sampled_l1,temporal_proxy_improved_vs_step0; slightly_mixed_vs_step50,finite_residuals_possible_no_systemic_collapse_seen_in_montage,step2000_reduces_step50_color_shift_in_montage_review,no_systemic_new_artifact_seen; isolated_residual_texture_or_darkening_remains,LONGRUN_VISUALLY_BETTER_BUT_FORMAL_POSITIVE_BLOCKED,"Step2000 has strong full/mask/boundary gains and visual cleanup, especially vs Step50 outside pollution; formal positive blocked because LPIPS/Ewarp were not computed in this fast summary."
search,vp2_vor_bg_49f_REAL_ENV234_00102_002_04,all-row evidence sheet plus crop sheet; temporal montage reviewed; sampled region metrics frames 0/16/32/48,STEP2000_CLEAR_BETTER,STEP2000_CLEAR_BETTER,improved_vs_step0; mostly improved_or_comparable_vs_step50,improved_vs_step0_and_step50_on_sampled_boundary_metric,vs_step0_worse_sampled_l1;vs_step50_better_sampled_l1,temporal_proxy_improved_vs_step0; slightly_mixed_vs_step50,finite_residuals_possible_no_systemic_collapse_seen_in_montage,step2000_reduces_step50_color_shift_in_montage_review,no_systemic_new_artifact_seen; isolated_residual_texture_or_darkening_remains,LONGRUN_VISUALLY_BETTER_BUT_FORMAL_POSITIVE_BLOCKED,"Step2000 has strong full/mask/boundary gains and visual cleanup, especially vs Step50 outside pollution; formal positive blocked because LPIPS/Ewarp were not computed in this fast summary."
search,vp2_vor_bg_49f_REAL_ENV241_00101_002_01,all-row evidence sheet plus crop sheet; temporal montage reviewed; sampled region metrics frames 0/16/32/48,STEP2000_CLEAR_BETTER,STEP2000_CLEAR_BETTER,improved_vs_step0; mostly improved_or_comparable_vs_step50,improved_vs_step0_and_step50_on_sampled_boundary_metric,vs_step0_worse_sampled_l1;vs_step50_better_sampled_l1,temporal_proxy_improved_vs_step0; slightly_mixed_vs_step50,finite_residuals_possible_no_systemic_collapse_seen_in_montage,step2000_reduces_step50_color_shift_in_montage_review,no_systemic_new_artifact_seen; isolated_residual_texture_or_darkening_remains,LONGRUN_VISUALLY_BETTER_BUT_FORMAL_POSITIVE_BLOCKED,"Step2000 has strong full/mask/boundary gains and visual cleanup, especially vs Step50 outside pollution; formal positive blocked because LPIPS/Ewarp were not computed in this fast summary."
search,vp2_vor_bg_49f_REAL_ENV242_00112_002_03,all-row evidence sheet plus crop sheet; temporal montage reviewed; sampled region metrics frames 0/16/32/48,STEP2000_CLEAR_BETTER,STEP2000_CLEAR_BETTER,improved_vs_step0; mostly improved_or_comparable_vs_step50,improved_vs_step0_and_step50_on_sampled_boundary_metric,vs_step0_worse_sampled_l1;vs_step50_better_sampled_l1,temporal_proxy_improved_vs_step0; slightly_mixed_vs_step50,finite_residuals_possible_no_systemic_collapse_seen_in_montage,step2000_reduces_step50_color_shift_in_montage_review,no_systemic_new_artifact_seen; isolated_residual_texture_or_darkening_remains,LONGRUN_VISUALLY_BETTER_BUT_FORMAL_POSITIVE_BLOCKED,"Step2000 has strong full/mask/boundary gains and visual cleanup, especially vs Step50 outside pollution; formal positive blocked because LPIPS/Ewarp were not computed in this fast summary."
search,vp2_vor_bg_49f_REAL_ENV246_00108_004_05,all-row evidence sheet plus crop sheet; temporal montage reviewed; sampled region metrics frames 0/16/32/48,STEP2000_LOCAL_BETTER_OUTSIDE_TEMPORAL_MIXED,STEP2000_CLEAR_BETTER,improved_vs_step0; mostly improved_or_comparable_vs_step50,improved_vs_step0_and_step50_on_sampled_boundary_metric,vs_step0_worse_sampled_l1;vs_step50_better_sampled_l1,temporal_proxy_improved_vs_step0; slightly_mixed_vs_step50,finite_residuals_possible_no_systemic_collapse_seen_in_montage,step2000_reduces_step50_color_shift_in_montage_review,no_systemic_new_artifact_seen; isolated_residual_texture_or_darkening_remains,LONGRUN_VISUALLY_BETTER_BUT_FORMAL_POSITIVE_BLOCKED,"Step2000 has strong full/mask/boundary gains and visual cleanup, especially vs Step50 outside pollution; formal positive blocked because LPIPS/Ewarp were not computed in this fast summary."
search,vp2_vor_bg_49f_REAL_ENV248_00114_005_05,all-row evidence sheet plus crop sheet; temporal montage reviewed; sampled region metrics frames 0/16/32/48,STEP2000_LOCAL_BETTER_OUTSIDE_TEMPORAL_MIXED,STEP2000_CLEAR_BETTER,improved_vs_step0; mostly improved_or_comparable_vs_step50,improved_vs_step0_and_step50_on_sampled_boundary_metric,vs_step0_worse_sampled_l1;vs_step50_better_sampled_l1,temporal_proxy_improved_vs_step0; slightly_mixed_vs_step50,finite_residuals_possible_no_systemic_collapse_seen_in_montage,step2000_reduces_step50_color_shift_in_montage_review,no_systemic_new_artifact_seen; isolated_residual_texture_or_darkening_remains,LONGRUN_VISUALLY_BETTER_BUT_FORMAL_POSITIVE_BLOCKED,"Step2000 has strong full/mask/boundary gains and visual cleanup, especially vs Step50 outside pollution; formal positive blocked because LPIPS/Ewarp were not computed in this fast summary."
search,vp2_vor_bg_49f_REAL_ENV271_00106_002_03,all-row evidence sheet plus crop sheet; temporal montage reviewed; sampled region metrics frames 0/16/32/48,STEP2000_CLEAR_BETTER,STEP2000_CLEAR_BETTER,improved_vs_step0; mostly improved_or_comparable_vs_step50,improved_vs_step0_and_step50_on_sampled_boundary_metric,vs_step0_worse_sampled_l1;vs_step50_better_sampled_l1,temporal_proxy_improved_vs_step0; slightly_mixed_vs_step50,finite_residuals_possible_no_systemic_collapse_seen_in_montage,step2000_reduces_step50_color_shift_in_montage_review,no_systemic_new_artifact_seen; isolated_residual_texture_or_darkening_remains,LONGRUN_VISUALLY_BETTER_BUT_FORMAL_POSITIVE_BLOCKED,"Step2000 has strong full/mask/boundary gains and visual cleanup, especially vs Step50 outside pollution; formal positive blocked because LPIPS/Ewarp were not computed in this fast summary."
search,vp2_vor_bg_49f_REAL_ENV284_00102_003_04,all-row evidence sheet plus crop sheet; temporal montage reviewed; sampled region metrics frames 0/16/32/48,STEP2000_NOT_BETTER,STEP2000_CLEAR_BETTER,improved_vs_step0; mostly improved_or_comparable_vs_step50,improved_vs_step0_and_step50_on_sampled_boundary_metric,vs_step0_worse_sampled_l1;vs_step50_better_sampled_l1,temporal_proxy_improved_vs_step0; slightly_mixed_vs_step50,finite_residuals_possible_no_systemic_collapse_seen_in_montage,step2000_reduces_step50_color_shift_in_montage_review,no_systemic_new_artifact_seen; isolated_residual_texture_or_darkening_remains,LONGRUN_LOCAL_OR_TEMPORAL_MIXED,"Step2000 has strong full/mask/boundary gains and visual cleanup, especially vs Step50 outside pollution; formal positive blocked because LPIPS/Ewarp were not computed in this fast summary."
